phonebridgeId:ID(PhoneBridge),source_db,patient_id:long,phone_norm,phone_type,rc_call_count:float,campaign_count:float,campaigns_contacted,primary_campaign,:LABEL
RADH:1006647:2109040238,RADH,1006647,2109040238,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1006650:4075582133,RADJ,1006650,4075582133,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1006652:9729910307,IAI,1006652,9729910307,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1006654:7135217991,RASFA,1006654,7135217991,responsible_party,0.0,0.0,,,PhoneBridge
RADK:1006655:9126334533,RADK,1006655,9126334533,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1006656:9314863136,RADL,1006656,9314863136,patient,0.0,0.0,,,PhoneBridge
RADL:1006656:9317155125,RADL,1006656,9317155125,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1006659:5617291499,RADU,1006659,5617291499,patient,0.0,0.0,,,PhoneBridge
RADM:1006662:7135370125,RADM,1006662,7135370125,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006664:3053562255,RADE,1006664,3053562255,patient,0.0,0.0,,,PhoneBridge
RADE:1006664:8139252268,RADE,1006664,8139252268,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1006665:5125723105,RADM,1006665,5125723105,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1006669:9015197214,RADG,1006669,9015197214,patient,0.0,0.0,,,PhoneBridge
RADG:1006669:4233111589,RADG,1006669,4233111589,responsible_party,0.0,0.0,,,PhoneBridge
RADZ:1006670:3057226645,RADZ,1006670,3057226645,patient,0.0,0.0,,,PhoneBridge
RADM:1006671:8178238949,RADM,1006671,8178238949,patient,0.0,0.0,,,PhoneBridge
RADM:1006671:8174937807,RADM,1006671,8174937807,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1006675:9376747496,RADI2,1006675,9376747496,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1006679:2168840757,RADN,1006679,2168840757,patient,0.0,0.0,,,PhoneBridge
RADS:1006683:8659273273,RADS,1006683,8659273273,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006685:4074988834,RADE,1006685,4074988834,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1006689:5612682095,RADU,1006689,5612682095,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1006691:5617838478,PXP,1006691,5617838478,responsible_party,0.0,0.0,,,PhoneBridge
GSIA:1006694:9726227623,GSIA,1006694,9726227623,patient,0.0,0.0,,,PhoneBridge
GSIA:1006694:2107524620,GSIA,1006694,2107524620,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1006696:7755282117,WRAD,1006696,7755282117,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1006698:5618621260,RADJ,1006698,5618621260,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1006703:7139926273,RADH,1006703,7139926273,cell,0.0,0.0,,,PhoneBridge
RADH:1006703:7136158177,RADH,1006703,7136158177,responsible_party,1.0,1.0,SAPA,SAPA,PhoneBridge
RADK:1006706:7067262716,RADK,1006706,7067262716,responsible_party,0.0,0.0,,,PhoneBridge
RADK:1006706:7064948338,RADK,1006706,7064948338,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADE:1006708:8132157693,RADE,1006708,8132157693,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1006710:9723463882,RADH,1006710,9723463882,patient,0.0,0.0,,,PhoneBridge
RADH:1006710:2142690544,RADH,1006710,2142690544,responsible_party,0.0,0.0,,,PhoneBridge
GRH:1006714:4783582078,GRH,1006714,4783582078,patient,0.0,0.0,,,PhoneBridge
GRH:1006714:7705304004,GRH,1006714,7705304004,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1006715:2144756235,RADX,1006715,2144756235,patient,0.0,0.0,,,PhoneBridge
RADX:1006715:2149913810,RADX,1006715,2149913810,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1006723:9044054920,PXP,1006723,9044054920,responsible_party,1.0,1.0,RASFA,RASFA,PhoneBridge
RADC:1006726:3309214009,RADC,1006726,3309214009,responsible_party,0.0,0.0,,,PhoneBridge
RADB:1006730:9729229068,RADB,1006730,9729229068,patient,0.0,0.0,,,PhoneBridge
RADB:1006730:8172622692,RADB,1006730,8172622692,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1006735:2105790890,SMED,1006735,2105790890,responsible_party,0.0,0.0,,,PhoneBridge
GRH:1006736:9124180745,GRH,1006736,9124180745,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1006739:5124628175,SMED,1006739,5124628175,patient,0.0,0.0,,,PhoneBridge
SMED:1006739:2109119582,SMED,1006739,2109119582,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1006743:6152503470,NRA,1006743,6152503470,patient,0.0,0.0,,,PhoneBridge
NRA:1006743:9013748648,NRA,1006743,9013748648,responsible_party,0.0,0.0,,,PhoneBridge
ESR:1006746:8134714142,ESR,1006746,8134714142,patient,0.0,0.0,,,PhoneBridge
RADO:1006749:9049000518,RADO,1006749,9049000518,patient,0.0,0.0,,,PhoneBridge
RADO:1006749:9544472041,RADO,1006749,9544472041,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1006751:6145283281,RADC,1006751,6145283281,patient,1.0,1.0,RASFA,RASFA,PhoneBridge
RADC:1006751:5132582214,RADC,1006751,5132582214,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1006753:7026174789,RADQ,1006753,7026174789,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1006757:7258266079,RADQ,1006757,7258266079,patient,0.0,0.0,,,PhoneBridge
RADQ:1006757:7755140660,RADQ,1006757,7755140660,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1006758:9372068775,RADY,1006758,9372068775,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1006760:8136971293,RADO,1006760,8136971293,patient,0.0,0.0,,,PhoneBridge
RADO:1006760:4076795244,RADO,1006760,4076795244,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1006762:9729129996,IAI,1006762,9729129996,patient,0.0,0.0,,,PhoneBridge
IAI:1006762:2144542517,IAI,1006762,2144542517,responsible_party,0.0,0.0,,,PhoneBridge
GSIA:1006766:9728297928,GSIA,1006766,9728297928,responsible_party,0.0,0.0,,,PhoneBridge
RADA:1006769:9015038767,RADA,1006769,9015038767,patient,0.0,0.0,,,PhoneBridge
RADA:1006769:9316107631,RADA,1006769,9316107631,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1006771:2106520844,RADX,1006771,2106520844,patient,0.0,0.0,,,PhoneBridge
RADX:1006771:8178476791,RADX,1006771,8178476791,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1006772:4233579755,NRAA,1006772,4233579755,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1006776:2162079395,RADC,1006776,2162079395,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1006778:6147934350,RADT,1006778,6147934350,patient,0.0,0.0,,,PhoneBridge
RADT:1006778:2168788476,RADT,1006778,2168788476,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1006781:9373810497,RADI2,1006781,9373810497,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1006785:8659299380,RADS,1006785,8659299380,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1006788:9049679079,RADJ,1006788,9049679079,patient,0.0,0.0,,,PhoneBridge
RADJ:1006788:8137209215,RADJ,1006788,8137209215,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1006789:3053001420,CIRPA,1006789,3053001420,patient,0.0,0.0,,,PhoneBridge
CIRPA:1006789:9045916997,CIRPA,1006789,9045916997,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1006793:6142599926,RADI2,1006793,6142599926,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1006794:2167686159,RADT,1006794,2167686159,patient,0.0,0.0,,,PhoneBridge
RADT:1006794:9372736813,RADT,1006794,9372736813,responsible_party,0.0,0.0,,,PhoneBridge
CRC:1006798:2163228712,CRC,1006798,2163228712,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006806:4078291554,RADE,1006806,4078291554,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1006810:4079907268,RADO,1006810,4079907268,responsible_party,0.0,0.0,,,PhoneBridge
RADR:1006813:9017631182,RADR,1006813,9017631182,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1006816:2146070192,RASFA,1006816,2146070192,patient,0.0,0.0,,,PhoneBridge
RADZ:1006819:8133887762,RADZ,1006819,8133887762,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1006823:6787185359,RADI,1006823,6787185359,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1006823:4785998191,RADI,1006823,4785998191,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADS2:1006824:5124112387,RADS2,1006824,5124112387,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1006827:9379424897,RADI2,1006827,9379424897,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1006828:9016911633,RADG,1006828,9016911633,patient,0.0,0.0,,,PhoneBridge
RADG:1006828:9317581545,RADG,1006828,9317581545,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006832:8132048927,RADE,1006832,8132048927,patient,0.0,0.0,,,PhoneBridge
RADE:1006832:3056696592,RADE,1006832,3056696592,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1006836:9724068082,SMED,1006836,9724068082,patient,0.0,0.0,,,PhoneBridge
SMED:1006836:5125577306,SMED,1006836,5125577306,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1006837:9376995305,RADN,1006837,9376995305,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1006838:7752139442,WRAD,1006838,7752139442,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1006842:7254924622,RADF,1006842,7254924622,responsible_party,0.0,0.0,,,PhoneBridge
RADZ:1006846:4073634433,RADZ,1006846,4073634433,responsible_party,0.0,0.0,,,PhoneBridge
RADS2:1006847:8173522512,RADS2,1006847,8173522512,responsible_party,0.0,0.0,,,PhoneBridge
RADA:1006850:6153755862,RADA,1006850,6153755862,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1006852:7026026008,WRAD,1006852,7026026008,patient,0.0,0.0,,,PhoneBridge
RADS:1006856:9318796927,RADS,1006856,9318796927,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1006859:8174833121,IAI,1006859,8174833121,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1006861:4234353782,NRAA,1006861,4234353782,patient,0.0,0.0,,,PhoneBridge
NRAA:1006861:9016204879,NRAA,1006861,9016204879,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006864:5613178868,RADE,1006864,5613178868,patient,0.0,0.0,,,PhoneBridge
RADE:1006864:5614856288,RADE,1006864,5614856288,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1006872:7139496856,SMED,1006872,7139496856,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1006874:5127464236,RADX,1006874,5127464236,responsible_party,0.0,0.0,,,PhoneBridge
RADB:1006877:7136036571,RADB,1006877,7136036571,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1006878:6786843913,RADP,1006878,6786843913,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1006881:9544189860,RADU,1006881,9544189860,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1006885:7758477080,RADF,1006885,7758477080,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1006886:9546599853,RADJ,1006886,9546599853,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1006889:8174388644,RASFA,1006889,8174388644,patient,0.0,0.0,,,PhoneBridge
RASFA:1006889:5129091586,RASFA,1006889,5129091586,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1006891:9722545936,RASFA,1006891,9722545936,responsible_party,0.0,0.0,,,PhoneBridge
RADR:1006893:8659507323,RADR,1006893,8659507323,cell,0.0,0.0,,,PhoneBridge
RADR:1006893:9014725198,RADR,1006893,9014725198,responsible_party,0.0,0.0,,,PhoneBridge
GSIA:1006897:9728027059,GSIA,1006897,9728027059,patient,0.0,0.0,,,PhoneBridge
GSIA:1006897:5125465048,GSIA,1006897,5125465048,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1006899:8655917870,NRA,1006899,8655917870,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1006899:6155395527,NRA,1006899,6155395527,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADQ:1006903:7256972935,RADQ,1006903,7256972935,responsible_party,0.0,0.0,,,PhoneBridge
GRH:1006907:7067885702,GRH,1006907,7067885702,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006910:9543559696,RADE,1006910,9543559696,responsible_party,1.0,1.0,RASFA,RASFA,PhoneBridge
IAI:1006914:2142139901,IAI,1006914,2142139901,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1006918:9015371101,NRAA,1006918,9015371101,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1006921:9016827496,RADS,1006921,9016827496,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1006923:9312159714,RADL,1006923,9312159714,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006926:9546526125,RADE,1006926,9546526125,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1006928:5134099592,RADN,1006928,5134099592,patient,0.0,0.0,,,PhoneBridge
RADN:1006928:2162326489,RADN,1006928,2162326489,responsible_party,0.0,0.0,,,PhoneBridge
RADB:1006932:2149721803,RADB,1006932,2149721803,patient,0.0,0.0,,,PhoneBridge
RADB:1006932:2108316695,RADB,1006932,2108316695,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1006936:8657813035,RADS,1006936,8657813035,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1006936:9018196110,RADS,1006936,9018196110,responsible_party_cell,0.0,0.0,,,PhoneBridge
GSIA:1006938:5127225298,GSIA,1006938,5127225298,responsible_party,0.0,0.0,,,PhoneBridge
ESR:1006941:3053661296,ESR,1006941,3053661296,patient,0.0,0.0,,,PhoneBridge
ESR:1006941:8139494895,ESR,1006941,8139494895,responsible_party,0.0,0.0,,,PhoneBridge
TRI:1006943:9313929269,TRI,1006943,9313929269,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1006944:3059926455,RADU,1006944,3059926455,patient,0.0,0.0,,,PhoneBridge
RADU:1006944:9044939881,RADU,1006944,9044939881,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1006945:2103316442,RADM,1006945,2103316442,patient,0.0,0.0,,,PhoneBridge
RADM:1006945:2145387485,RADM,1006945,2145387485,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1006947:9013888712,MRB,1006947,9013888712,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1006949:4789019699,RADP,1006949,4789019699,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1006951:7753958968,WRAD,1006951,7753958968,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1006953:8655179225,MRB,1006953,8655179225,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1006954:9012157888,MRB,1006954,9012157888,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1006956:7136497894,IAI,1006956,7136497894,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1006957:9548453348,CIRPA,1006957,9548453348,patient,0.0,0.0,,,PhoneBridge
RADH:1006960:9729038885,RADH,1006960,9729038885,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1006962:9726149810,SMED,1006962,9726149810,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1006964:6153174863,PMR,1006964,6153174863,patient,0.0,0.0,,,PhoneBridge
PMR:1006964:9315648001,PMR,1006964,9315648001,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1006968:9729991357,RADH,1006968,9729991357,patient,0.0,0.0,,,PhoneBridge
RADH:1006968:8175727038,RADH,1006968,8175727038,responsible_party,0.0,0.0,,,PhoneBridge
RADB:1006969:9723688360,RADB,1006969,9723688360,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1006972:7754402721,RADQ,1006972,7754402721,patient,0.0,0.0,,,PhoneBridge
RADQ:1006972:7256043013,RADQ,1006972,7256043013,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1006975:7702782513,RADP,1006975,7702782513,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1006978:8173750190,RADX,1006978,8173750190,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1006980:5619939997,RADE,1006980,5619939997,responsible_party,0.0,0.0,,,PhoneBridge
CRC:1006982:2164162660,CRC,1006982,2164162660,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1006985:3303708845,RADN,1006985,3303708845,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1006989:8656021586,NRAA,1006989,8656021586,cell,0.0,0.0,,,PhoneBridge
NRAA:1006989:9015717527,NRAA,1006989,9015717527,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1006990:9017262163,RADS,1006990,9017262163,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1006994:5612345055,RADO,1006994,5612345055,patient,1.0,1.0,TRI,TRI,PhoneBridge
RADO:1006994:9543592416,RADO,1006994,9543592416,responsible_party,0.0,0.0,,,PhoneBridge
GSIA:1006996:8176663347,GSIA,1006996,8176663347,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1006998:4234447692,NRAA,1006998,4234447692,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1006999:9725146978,RADM,1006999,9725146978,responsible_party,1.0,1.0,RASFA,RASFA,PhoneBridge
ACRB:1007002:4199386412,ACRB,1007002,4199386412,patient,1.0,1.0,NRAA,NRAA,PhoneBridge
ACRB:1007002:5134477154,ACRB,1007002,5134477154,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1007005:9377115781,RADN,1007005,9377115781,responsible_party,0.0,0.0,,,PhoneBridge
ESR:1007007:9044279499,ESR,1007007,9044279499,patient,0.0,0.0,,,PhoneBridge
ACR:1007011:4198215070,ACR,1007011,4198215070,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1007014:7258398352,RADF,1007014,7258398352,patient,0.0,0.0,,,PhoneBridge
RADF:1007014:7753242210,RADF,1007014,7753242210,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1007016:2167406694,RADC,1007016,2167406694,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1007017:4073407918,RADJ,1007017,4073407918,responsible_party,0.0,0.0,,,PhoneBridge
TRI:1007019:9015539428,TRI,1007019,9015539428,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1007023:7135682918,SMED,1007023,7135682918,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1007027:6154434778,MRB,1007027,6154434778,patient,0.0,0.0,,,PhoneBridge
MRB:1007027:6153577213,MRB,1007027,6153577213,responsible_party,0.0,0.0,,,PhoneBridge
RADA:1007031:9318751144,RADA,1007031,9318751144,patient,0.0,0.0,,,PhoneBridge
RADA:1007031:4237835496,RADA,1007031,4237835496,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1007033:4234515797,PMR,1007033,4234515797,patient,0.0,0.0,,,PhoneBridge
PMR:1007033:6159411108,PMR,1007033,6159411108,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1007034:8174838298,SMED,1007034,8174838298,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1007035:8175391192,IAI,1007035,8175391192,patient,0.0,0.0,,,PhoneBridge
IAI:1007035:7135553167,IAI,1007035,7135553167,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1007037:6157529744,PMR,1007037,6157529744,cell,0.0,0.0,,,PhoneBridge
PMR:1007037:6159317112,PMR,1007037,6159317112,responsible_party,1.0,1.0,TRI,TRI,PhoneBridge
RADC:1007039:2168779769,RADC,1007039,2168779769,patient,0.0,0.0,,,PhoneBridge
RADC:1007039:9377858717,RADC,1007039,9377858717,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1007041:9316644485,NRA,1007041,9316644485,responsible_party,0.0,0.0,,,PhoneBridge
RADK:1007043:7708918536,RADK,1007043,7708918536,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1007047:3054045257,RADO,1007047,3054045257,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1007050:4237449089,NRAA,1007050,4237449089,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1007056:4198407708,RADT,1007056,4198407708,responsible_party,1.0,1.0,SMED,SMED,PhoneBridge
CRC:1007060:3307257724,CRC,1007060,3307257724,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1007061:4232817827,NRAA,1007061,4232817827,patient,0.0,0.0,,,PhoneBridge
NRAA:1007061:9314759925,NRAA,1007061,9314759925,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1007065:9316180786,NRA,1007065,9316180786,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1007067:9017713626,RADL,1007067,9017713626,patient,0.0,0.0,,,PhoneBridge
RADL:1007067:8658844412,RADL,1007067,8658844412,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1007070:3306986967,RADN,1007070,3306986967,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1007073:5123694247,RADX,1007073,5123694247,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1007076:7067803035,RADI,1007076,7067803035,patient,0.0,0.0,,,PhoneBridge
RADI:1007076:6788454608,RADI,1007076,6788454608,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1007078:6158604540,PMR,1007078,6158604540,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1007079:5123352509,RASFA,1007079,5123352509,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1007083:7028765557,RADQ,1007083,7028765557,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1007084:3054452585,CIRPA,1007084,3054452585,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1007087:5127316231,RADX,1007087,5127316231,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1007091:7755418920,RADQ,1007091,7755418920,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1007092:4786899037,RADD,1007092,4786899037,patient,0.0,0.0,,,PhoneBridge
RADD:1007092:4044136093,RADD,1007092,4044136093,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1007094:2106318256,RADX,1007094,2106318256,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1007098:7139750903,SAPA,1007098,7139750903,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1007100:4049703209,RADD,1007100,4049703209,patient,0.0,0.0,,,PhoneBridge
RADD:1007100:6789096419,RADD,1007100,6789096419,responsible_party,0.0,0.0,,,PhoneBridge
ACR:1007102:3302451396,ACR,1007102,3302451396,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1007105:7704402437,RADD,1007105,7704402437,patient,0.0,0.0,,,PhoneBridge
RADA:1007109:9013716654,RADA,1007109,9013716654,responsible_party,1.0,1.0,ACRB,ACRB,PhoneBridge
GRH:1007110:4043805034,GRH,1007110,4043805034,responsible_party,1.0,1.0,SAPA,SAPA,PhoneBridge
SAPA:1007114:8177133848,SAPA,1007114,8177133848,patient,0.0,0.0,,,PhoneBridge
SAPA:1007114:9729614288,SAPA,1007114,9729614288,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1007115:6788716846,RADI,1007115,6788716846,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1007116:6143686849,RADN,1007116,6143686849,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1007118:6788726499,RADD,1007118,6788726499,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1007122:2163966509,RADY,1007122,2163966509,patient,0.0,0.0,,,PhoneBridge
RADY:1007122:9378972687,RADY,1007122,9378972687,cell,0.0,0.0,,,PhoneBridge
RADY:1007122:5138157040,RADY,1007122,5138157040,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1007123:9122170820,RADP,1007123,9122170820,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1007127:6789588488,RADP,1007127,6789588488,responsible_party,0.0,0.0,,,PhoneBridge
CRC:1007131:9377656848,CRC,1007131,9377656848,patient,0.0,0.0,,,PhoneBridge
CRC:1007131:6146830800,CRC,1007131,6146830800,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1007133:6152148499,RADL,1007133,6152148499,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1007135:2142532229,RADM,1007135,2142532229,patient,0.0,0.0,,,PhoneBridge
RADM:1007135:5129016345,RADM,1007135,5129016345,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1007137:4049974990,RADI,1007137,4049974990,patient,0.0,0.0,,,PhoneBridge
RADI:1007137:9123564153,RADI,1007137,9123564153,responsible_party,0.0,0.0,,,PhoneBridge
RADK:1007140:4042156228,RADK,1007140,4042156228,patient,0.0,0.0,,,PhoneBridge
RADK:1007140:4048072612,RADK,1007140,4048072612,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1007143:4072279679,RADJ,1007143,4072279679,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1007145:8172730102,RADH,1007145,8172730102,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1007146:6155643852,NRA,1007146,6155643852,patient,0.0,0.0,,,PhoneBridge
RADF:1007147:7753442461,RADF,1007147,7753442461,patient,0.0,0.0,,,PhoneBridge
RADF:1007147:7753589974,RADF,1007147,7753589974,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1007151:7139380393,SAPA,1007151,7139380393,patient,0.0,0.0,,,PhoneBridge
RADR:1007156:8654291461,RADR,1007156,8654291461,patient,0.0,0.0,,,PhoneBridge
RADR:1007156:9316920287,RADR,1007156,9316920287,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1007159:8654063490,NRA,1007159,8654063490,patient,0.0,0.0,,,PhoneBridge
NRA:1007159:8654743777,NRA,1007159,8654743777,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1007161:5138289280,RADT,1007161,5138289280,cell,0.0,0.0,,,PhoneBridge
RADR:1007165:9316221337,RADR,1007165,9316221337,responsible_party,0.0,0.0,,,PhoneBridge
CRC:1007168:4198945404,CRC,1007168,4198945404,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1007170:4195517982,RADC,1007170,4195517982,patient,0.0,0.0,,,PhoneBridge
RADC:1007170:4199958647,RADC,1007170,4199958647,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1007172:3302554032,RADN,1007172,3302554032,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1007178:4043250424,RADI,1007178,4043250424,patient,0.0,0.0,,,PhoneBridge
RADI:1007179:6789372331,RADI,1007179,6789372331,responsible_party,1.0,1.0,TRI,TRI,PhoneBridge
NRAA:1007182:4232593298,NRAA,1007182,4232593298,patient,0.0,0.0,,,PhoneBridge
NRAA:1007182:6157137574,NRAA,1007182,6157137574,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1007183:3052533201,PXP,1007183,3052533201,patient,0.0,0.0,,,PhoneBridge
PXP:1007183:4078274546,PXP,1007183,4078274546,responsible_party,0.0,0.0,,,PhoneBridge
GSIA:1007187:9727876477,GSIA,1007187,9727876477,patient,0.0,0.0,,,PhoneBridge
RADR:1007188:4238930501,RADR,1007188,4238930501,patient,0.0,0.0,,,PhoneBridge
RADR:1007188:9016404500,RADR,1007188,9016404500,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1007192:9044575081,RADO,1007192,9044575081,patient,0.0,0.0,,,PhoneBridge
RADO:1007192:8139988905,RADO,1007192,8139988905,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1007196:6144791029,RADY,1007196,6144791029,responsible_party,0.0,0.0,,,PhoneBridge
ACRB:1007198:6147372104,ACRB,1007198,6147372104,responsible_party,0.0,0.0,,,PhoneBridge
